FileID,Temperature,E,G,Pressure,length,n,m,diameter,Ti_count,FG_C=O,FG_NH2,FG_SO3H,FG_none,TiType_1Ti_substitution,TiType_1Ti_surface,TiType_2Ti_substitution,TiType_2Ti_surface,TiType_none,TDA_H0_max,TDA_H0_min,TDA_H0_mean,TDA_H0_std,TDA_H0_sum,TDA_H1_max,TDA_H1_min,TDA_H1_mean,TDA_H1_std,TDA_H1_sum,TDA_H2_max,TDA_H2_min,TDA_H2_mean,TDA_H2_std,TDA_H2_sum,theta
1,500,-0.000043 ,0.000159 ,2,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.644058
1,500,-0.000043 ,0.000159 ,3,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.730761
1,500,-0.000043 ,0.000159 ,4,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.783498
1,500,-0.000043 ,0.000159 ,5,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.818959
1,600,-0.000043 ,0.000187 ,1,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.47535
1,600,-0.000043 ,0.000187 ,2,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.644389
1,600,-0.000043 ,0.000187 ,3,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.731045
1,600,-0.000043 ,0.000187 ,4,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.783743
1,600,-0.000043 ,0.000187 ,5,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.819173
1,700,-0.000043 ,0.000214 ,1,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.475922
1,700,-0.000043 ,0.000214 ,2,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.644915
1,700,-0.000043 ,0.000214 ,3,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.731496
1,700,-0.000043 ,0.000214 ,4,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.784131
1,700,-0.000043 ,0.000214 ,5,10,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.358224665,0.122333786,177.9274311,1.039962455,0.621357508,0.94693904,0.174030629,51.13470819,0.323164014,0.174097901,0.290038166,0.061972657,15.66206097,0.819513
2,77,-0.000044 ,-0.000022 ,1,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.522441
2,77,-0.000044 ,-0.000022 ,2,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.68632
2,77,-0.000044 ,-0.000022 ,3,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.766462
2,77,-0.000044 ,-0.000022 ,4,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.813986
2,77,-0.000044 ,-0.000022 ,5,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.845439
2,100,-0.000044 ,-0.000012 ,1,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.509747
2,100,-0.000044 ,-0.000012 ,2,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.675275
2,100,-0.000044 ,-0.000012 ,3,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.75724
2,100,-0.000044 ,-0.000012 ,4,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.806166
2,100,-0.000044 ,-0.000012 ,5,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.838679
2,273,-0.000044 ,0.000048 ,1,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.486039
2,273,-0.000044 ,0.000048 ,2,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.654141
2,273,-0.000044 ,0.000048 ,3,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.739381
2,273,-0.000044 ,0.000048 ,4,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.790913
2,273,-0.000044 ,0.000048 ,5,13,6,6,0.81376145,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.419549807,1.09999996,1.367197733,0.114409587,211.9156487,1.039962455,0.621357508,0.963852369,0.161453608,63.61425633,0.323164014,0.174097822,0.296061027,0.057493969,19.54002775,0.82543
